1104.8,652.8,312
788,695.2,304.8
984.8,638,306.4
851.6,626.8,329
807,628.8,312.4
1408.8,606.8,303.8
834.6,705.2,316.4
859,703.2,305.2
803.8,652,320.6
1353.6,686,310.4
858.4,638,309.8
1103.2,615.2,294.8
1464.6,562.4,298
974.2,606.8,297
977.4,733.6,310
677.6,658.4,313.8
1588.2,668.4,298.2
1262,698.4,323.6
983.6,610.4,310.6
957.6,635.2,319.8
1102.6,593.2,300
719,712.4,311
1032.4,652.8,312.4
972.4,660,296.6
1064.8,687.6,319.2
