1476.6,516.8,294.8
868.4,655.6,325.6
1275,598,319.6
1057,628.8,290.4
917.6,650.8,292.4
1102.4,674.4,307.4
862.2,705.6,305.8
1127,705.6,314.2
1125.8,680,292
803,725.6,324.8
715.4,692.4,323
851,714.8,298.2
989.2,584.8,292.8
1281.2,638,288.8
961.6,656,307.4
1060,658.4,308.4
957.6,704.8,306.2
853.6,647.2,298.6
979,671.2,298
1482,570.8,292
1067.6,665.2,308
1272.4,692.4,294.2
754.4,655.6,320.4
1025.4,614.8,309
1227.4,622.4,294.6
