1272.2,702,354.2
1265.6,722.8,369.8
1551.6,673.2,345.2
1715.2,757.6,338.6
1234.6,676.4,343.2
1355.4,720.8,326.2
994.6,676.8,338.2
1344.8,758,346.6
1394.6,688,361
1141.2,736,349.2
1681.2,675.6,338.2
1464.4,696.8,329.2
2205.2,664,325.4
1084.2,764.8,367.8
1731,644.8,313.4
1949.8,676,323
1687.2,680.4,343.2
1271.6,648,367.8
1242.6,687.2,352
1569,672.8,338.8
1400.4,734.4,342.4
1429.6,681.2,374.2
1126,728,344.4
1883.6,696.8,341
1572.4,716,351.8
